Joint_A_lwr,Joint_A_upr,Joint_B_lwr,Joint_B_upr,Joint_C_lwr,Joint_C_mid,Joint_C_upr,Joint_D_lwr,Joint_D_mid,Joint_D_upr,车身重量,扭转刚度,扭转模态,弯曲刚度,弯曲模态
1,4,6,6,4,6,9,4,3,7,339.745,8476.9,24.10141417,6591.43,34.40738635
6,9,9,7,8,3,6,1,7,5,343.717,8121.32,23.6241144,6838.29,34.83935499
8,9,7,7,1,9,1,3,4,4,341.618,8920.78,26.48945103,6834.33,35.60863309
5,3,3,7,6,1,5,3,1,8,337.471,8159.65,21.65310963,6293.85,34.46338271
2,9,8,9,9,9,8,4,4,5,351.382,7734.09,17.5631777,7107.92,35.94229127
7,5,7,5,5,3,5,6,7,3,348.647,8499.85,23.18151366,6352.3,34.51399896
6,8,6,7,6,1,7,9,1,5,352.166,7440.42,21.89388273,6575.25,34.13212084
5,4,5,2,3,5,5,4,7,5,354.219,9190.55,24.77636357,6797.31,35.34407135
4,7,5,6,1,4,6,5,2,8,345.007,6776.07,20.0152598,6537.97,32.07468896
6,4,6,9,3,3,9,4,4,3,345.926,8097.63,24.67953809,6260.45,33.58678086
4,7,8,8,3,9,1,6,5,9,353.513,8409.05,25.66310801,6080.03,35.61475873
7,6,2,2,2,9,2,8,9,8,355.373,8582.31,25.41214714,7183.31,36.21880573
4,8,5,7,3,8,1,3,9,1,350.641,9586.35,28.44563172,7327.04,37.3220927
4,9,5,5,8,4,3,4,5,5,353.777,8093.35,23.50804645,7498.77,36.0543535
8,5,4,5,9,9,1,1,5,5,353.899,11098.87,28.29054933,8041.68,38.48720887
2,9,6,5,6,1,2,8,4,7,344.869,8518.76,25.31675977,6667.09,34.51854746
9,2,7,3,8,5,3,9,8,8,350.179,7421.16,18.00120957,6995.04,34.27144429
8,6,3,5,3,5,4,5,1,8,340.013,7315.11,22.64909759,6043.09,34.00392925
7,2,6,7,7,6,5,8,4,3,337.112,8159.71,22.60106257,6331.47,33.68363071
9,1,2,2,5,4,1,5,8,7,350.165,8962.01,26.78246547,7052.08,33.9420048
3,8,8,7,9,3,8,7,8,8,346.086,7116.14,22.59131044,7491.51,37.20392103
1,4,6,7,6,1,9,3,2,5,341.735,9260.82,25.07661205,6837.85,35.27874747
3,6,6,2,1,3,6,2,7,1,347.56,8618.54,23.08934199,6767.57,33.98865192
8,2,3,2,7,1,8,2,3,1,345.356,8395.83,21.89300285,6196.23,33.90871402
2,8,7,6,6,6,6,9,4,7,350.969,7291.33,23.06317335,5900.86,33.02613616
8,2,6,5,9,9,8,5,8,9,345.535,7694.07,19.01919782,7132.63,36.43693691
6,9,9,4,1,5,4,6,3,9,347.584,7669.18,22.81046917,6587.65,35.45110844
5,5,7,6,7,3,8,2,5,6,349.657,8834.14,20.54847404,6643.8,35.74042692
5,2,8,5,6,4,5,2,1,5,344.348,9162.95,25.3324383,6439.69,34.22365092
8,4,1,3,4,6,5,9,3,2,354.063,8483.52,23.68159759,6612.9,33.86516911
3,7,5,5,4,6,6,9,3,5,357.195,7958.06,21.29270608,7148.96,35.21223238
9,9,2,6,1,7,7,3,6,4,339.292,7316.99,17.62378992,6651.33,33.46605206
2,3,6,1,9,6,9,8,3,8,351.211,8482.03,21.96236241,7038.09,35.71898213
2,5,4,5,1,2,8,5,1,8,348.601,8068.69,23.17750531,6536.19,32.51714714
5,4,2,9,3,4,8,3,2,1,345.388,8431.79,19.25152461,6209.4,33.55755217
2,6,3,7,6,9,7,2,4,4,355.039,7821.22,20.36724876,6741.17,34.39378075
7,8,2,5,9,3,3,3,9,8,349.487,6973.86,19.87963457,7969.89,36.81932496
2,4,5,3,2,7,4,8,9,6,358.746,8842.76,25.30252416,7628.14,36.11778021
6,1,3,6,1,3,1,3,9,1,349.281,10040.64,27.50350397,6629.17,35.91499619
3,8,4,8,1,1,3,2,8,4,349.277,7585.6,23.13255736,6632.14,33.7612247
2,6,6,8,3,1,2,3,1,1,346.638,9710.95,27.7214671,6197.33,34.80152625
5,1,6,7,2,5,4,3,8,1,342.597,9731.77,26.14997128,7950.09,36.89417963
4,3,3,2,3,1,8,2,7,7,348.961,7866.42,22.15379906,5318.39,30.35648233
8,9,2,4,5,6,5,5,1,4,346.975,7623.92,21.87990743,6716.95,34.04177373
2,8,6,4,3,3,6,7,8,2,349.394,7378.06,22.56029301,6209.26,33.8312086
9,2,9,6,3,2,9,2,4,5,337.701,8606.41,23.83073087,5677.17,32.35987266
3,6,4,6,2,9,6,7,5,6,353.521,8768.87,20.94299304,7414.44,39.27783292
5,1,7,3,5,9,1,3,5,2,352.153,9956.34,26.72146892,7419.29,36.43265364
3,7,4,1,5,6,3,6,5,6,353.172,7292.79,21.32111912,6977.79,35.11069389
9,2,3,3,7,5,9,5,8,8,340.43,7536.59,22.68701696,6692.91,34.73285571
6,2,4,3,1,2,2,2,8,5,354.68,9800.14,26.6654425,6451.45,31.65599354
7,3,2,8,5,9,1,9,4,2,366.184,9666.96,26.61977018,7163.29,36.35507802
8,3,9,3,8,9,8,8,2,7,342.129,7241.2,22.3519452,6361.77,34.04781933
8,9,8,2,5,5,2,2,2,8,349.619,8380.78,24.16564642,7081.25,35.91682777
2,3,4,5,1,6,6,8,9,9,351.106,7744.52,18.43101682,6734.04,33.73008094
2,8,7,3,4,4,2,7,6,1,348.257,8913.6,27.51090769,7206.76,35.6533832
4,6,4,3,7,9,8,9,4,9,361.153,7907.69,19.2521009,7079.24,35.03845201
4,2,4,8,7,2,8,4,6,8,346.045,8110.84,22.63052543,6401.45,33.45388692
5,1,9,6,2,7,9,3,9,5,341.809,9458.89,21.50735871,6857.33,36.12736219
5,4,5,1,9,1,7,9,5,2,364.922,9019.9,19.88225348,7952.51,37.76662356
8,9,5,6,9,6,7,7,3,6,345.217,7599.68,20.25785958,7162.86,39.1970318
6,7,4,9,5,2,8,7,1,3,344.495,7038.4,22.38152437,6753.83,34.11851238
5,8,3,4,2,2,8,7,4,3,342.89,6903.81,22.17941092,6332.76,34.23058533
6,9,8,9,9,5,2,7,2,2,347.759,9360.43,27.06707085,7556.29,37.63950907
6,6,1,1,5,3,6,3,2,2,353.506,8656.49,22.50691398,7149.33,35.52948111
3,6,6,1,6,2,9,6,4,4,345.451,8609.74,22.9858965,6583.75,35.12052251
7,3,6,1,6,8,3,6,8,1,343.459,8139.05,20.86371648,6457.46,35.29055344
1,8,2,7,2,4,1,1,1,7,346.866,8746.25,26.78474706,7355.12,35.81283817
7,3,1,4,8,6,5,9,5,7,355.339,8475.66,22.17588966,6533.98,34.45504506
7,1,1,7,8,8,5,7,6,4,344.07,8927.79,22.53435867,6835.19,35.29365476
9,1,7,6,9,7,8,7,9,4,343.161,8670.59,20.1160563,6936.53,36.07207225
9,5,8,8,4,1,6,5,9,4,343.087,8255.33,20.47643148,6899.59,36.27301519
8,9,9,6,6,6,5,1,1,5,331.462,7951.85,23.36570015,5919.63,34.31513726
6,3,3,9,6,9,3,5,8,9,346.226,7001.21,16.59438108,6093.19,33.88385061
7,9,1,5,2,2,2,4,6,8,342.876,8055.98,23.97177402,6407.19,33.46331236
2,3,8,4,8,3,5,1,6,1,348.196,9072.11,24.92589065,6771.33,35.4842421
8,1,6,3,3,6,6,2,5,9,346.532,7426.11,18.11542535,5933.06,32.36485656
8,5,9,3,5,5,3,6,4,1,345.688,7996.61,20.21685707,7006.14,35.33935601
7,1,7,4,6,3,5,1,3,9,340.951,8567.51,21.81105391,6299.62,35.00731719
8,6,7,7,3,2,4,9,3,7,347.7,8100.41,23.57681315,5650.88,32.09507841
6,2,8,2,5,6,1,4,7,1,352.262,9352,26.95720317,5978.98,31.65061831
5,3,7,9,4,9,7,3,2,9,341.864,7390.17,16.51874925,6957.45,35.40971
8,1,5,4,3,9,1,7,7,9,355.38,9826.57,25.71721531,6253.98,34.00923157
5,4,4,8,1,7,6,3,5,5,346.844,9369.53,26.12782766,7181.95,36.57326425
9,1,5,1,1,1,8,4,1,7,345.394,8449.41,21.54142878,6946.63,33.60273766
6,4,4,2,3,9,9,7,2,8,353.378,8965.76,24.23959607,6393.03,34.22145078
5,6,6,4,8,9,2,9,2,5,359.213,9926.01,26.96045134,6921.4,35.41603777
2,1,9,6,6,6,3,8,3,3,343.666,8042.25,24.77509735,6029.25,33.69677998
4,2,8,3,9,8,7,9,5,3,360.702,8272.68,18.24930947,7540.39,36.10936789
1,4,3,2,9,4,1,1,2,8,345.524,9780.77,26.05423338,6974.77,35.59344247
5,2,8,8,5,7,4,1,4,2,342.182,9138.08,25.18925321,6507.92,35.34260965
3,5,9,9,1,2,9,5,3,5,339.935,8437.11,19.21164091,6325.58,33.36364791
4,7,2,3,4,8,3,1,5,5,352.739,7669.86,20.10554925,8042.14,35.64425049
4,7,8,7,1,8,7,5,9,2,343.791,6646.17,21.8117629,6633.48,34.75526793
1,2,8,4,1,3,4,5,1,9,343.079,8189.17,24.0624983,6320.39,34.06918964
9,3,3,4,5,7,9,6,9,9,345.334,7931.72,21.34038573,6339.48,34.3308876
6,7,7,8,9,3,2,9,1,9,357.815,8764.23,24.73439297,7154.07,36.89391564
3,9,1,6,7,5,8,1,7,2,344.619,7682.94,23.18723812,6804.58,35.79204717
8,5,7,3,5,7,6,9,4,5,354.062,8635.02,21.39240636,6422.69,32.93445328
7,2,1,7,5,8,1,2,9,3,355.012,9664.54,27.02941757,7363.56,36.87800333
6,5,8,3,7,2,7,4,1,9,346.506,7202.52,17.17011325,5871.71,31.68824532
8,8,4,1,2,9,8,1,2,4,349.634,7536.93,21.48211944,7200.02,36.91362561
5,5,5,5,3,4,9,5,5,8,351.073,8664.9,23.25582775,6592.47,34.90413324
4,9,9,4,8,3,7,7,3,5,346.211,7949.73,23.66064892,6812.55,35.34937938
6,4,4,4,1,1,9,2,5,7,354.36,8982.24,24.61114776,6913.43,34.50920984
6,1,3,9,4,8,7,4,4,9,344.54,7247.4,16.69705224,6796.44,34.73222159
9,6,7,9,6,8,7,7,8,8,335.297,7102.27,17.40620387,6563.14,34.0291962
4,3,2,7,2,5,6,1,8,6,353.386,8735.51,20.51352042,8201.91,36.70154495
4,6,9,4,8,5,6,1,7,5,344.771,8716.34,23.98785276,7089.72,35.94529056
7,9,9,3,8,3,6,7,5,4,344.271,7279.34,19.55628467,6907.08,35.08808999
1,7,1,4,4,6,8,2,9,3,348.522,7095.26,21.4437976,7026.11,35.5608668
5,1,8,4,8,2,1,5,2,8,343.089,8846.01,25.75683415,5978.16,32.35461007
1,8,7,8,7,1,1,6,6,9,344.119,8403.81,26.43781102,6035.24,34.0000383
4,6,3,4,8,5,1,5,9,3,351.737,8889.26,26.77697134,6948.67,36.8116988
9,7,1,8,2,1,6,9,5,6,354.178,7352.02,20.7491451,7133.17,35.94026858
8,2,8,6,6,8,7,7,8,5,342.423,8489.13,19.93504548,6192.71,33.65434276
5,5,6,5,6,6,4,9,4,8,349.497,8880.78,23.03698433,6451.22,33.15410421
1,6,3,5,3,9,8,6,9,9,349.728,7397.75,20.42483793,5851.24,33.39910166
4,5,8,4,7,7,8,3,9,5,347.819,9452.96,21.32407356,6537.57,35.11037789
9,5,4,7,8,8,2,9,1,7,350.419,10110.87,26.33318451,7232.57,35.62702641
3,4,5,5,6,6,9,8,4,8,345.519,8460,22.76444325,6967.78,34.55964793
3,4,8,2,6,7,4,1,2,1,340.876,9308.23,26.05315614,6280.48,39.12953862
4,7,5,2,2,5,5,2,5,1,357.353,8727.01,23.04703861,8285.14,36.78616505
1,9,5,2,5,9,5,4,9,1,355.163,8648.8,23.45378855,7751.03,36.48618784
9,1,3,1,2,7,4,4,7,6,344.335,8675.71,24.43035002,6428.45,33.47888313
2,2,3,8,5,4,9,5,9,1,355.029,8650.39,24.91100869,6815.43,36.18360164
3,1,3,6,5,8,4,7,6,7,344.66,8990.38,24.13024655,6315.49,38.25798619
5,4,5,8,9,4,7,7,3,5,354.078,9312.36,19.99358122,7950.21,38.02773952
5,7,1,1,5,3,4,3,2,4,349.626,8286.2,22.34365622,7500.11,35.87862882
1,5,3,1,8,9,7,7,1,6,347.303,8834.02,20.78235934,6684.77,34.91386838
4,4,3,2,9,6,9,5,2,4,346.679,8606.35,24.94904118,6667.24,34.52609504
8,1,1,3,6,2,7,1,1,5,340.246,8199.39,20.1593284,6499.55,33.44532639
7,7,6,7,4,3,8,8,8,3,337.661,6624.69,18.23544905,7067.39,36.31781744
8,2,8,1,4,7,7,3,8,8,339.667,7882.19,18.74723662,6681.54,35.38065385
3,2,2,3,3,2,5,8,7,7,348.942,8150.55,20.66073716,5519.15,29.21117579
9,1,1,3,4,2,3,7,5,9,345.557,7767.29,17.79089342,7309.49,35.04928812
3,1,2,5,1,2,5,1,3,2,348.521,9145.55,24.26832638,6710.74,33.12814345
2,2,9,2,6,2,6,4,7,5,348.936,8741.24,24.22707848,6030.59,31.55197087
4,8,1,4,1,4,4,7,8,3,347.639,8070.59,24.52710788,6659.26,33.66000793
8,5,5,7,9,8,5,2,4,7,350.015,9473.98,22.47692058,7906.19,37.67453605
6,2,8,6,2,5,1,2,3,9,355.882,9598.53,26.32752159,6819.8,36.55875541
1,9,2,5,8,1,2,8,7,7,347.629,8597.9,25.62080648,6614.78,33.00589594
8,6,5,8,1,4,7,6,2,1,348.689,8281.57,21.01127042,6730.07,34.80915656
3,9,2,4,1,3,9,4,3,3,353.211,8078.58,22.84045708,7047.23,34.63166602
3,4,8,7,4,6,2,3,1,3,341.4,9777.96,27.62705511,6962.87,36.22806489
4,9,8,1,3,5,5,7,7,8,348.72,7988.62,22.86805974,6280.17,34.50815468
8,5,9,3,7,7,4,9,2,1,349.529,8860.13,24.15303125,6281.97,33.42053055
4,3,7,1,4,2,3,3,1,2,340.293,8374.85,23.22456897,6782.63,35.55831272
7,7,8,7,9,1,7,8,8,6,336.444,6555.47,19.48875349,6681.9,35.47235563
6,3,2,3,6,4,3,9,2,9,366.417,7646.25,17.08894835,6407.82,32.33722276
6,4,1,1,8,7,6,8,7,7,348.083,8124.51,22.91303737,6180.5,38.75284427
4,1,5,2,4,8,9,2,3,8,353.57,9503.45,21.57604907,7863.19,36.59725499
8,8,5,5,6,4,7,6,9,3,349.234,6757.73,19.50870078,7242.34,36.13964791
1,9,6,1,4,8,2,8,4,5,343.388,9260.8,26.79676467,7467,36.87208137
2,2,9,8,8,7,7,9,4,4,358.106,8248.11,20.97083207,6672.39,35.35288538
6,4,9,9,6,1,8,3,5,7,342.689,7885.79,23.35183444,6651.3,35.54051211
5,1,6,8,3,7,4,7,5,2,345.818,9297.57,25.16613141,6251.22,34.91429135
3,1,7,9,4,8,9,4,4,2,339.949,8489.66,19.5488971,7112.35,35.68895842
5,1,9,9,1,2,9,3,3,6,334.148,8552.09,25.77190981,6568.27,34.39129542
3,4,8,3,4,9,4,7,6,6,347.445,8912.64,26.16413063,7168.86,39.20488303
6,3,1,3,7,3,5,6,7,6,355.165,8208.05,21.27619008,6590.24,34.7212475
5,9,3,4,3,4,8,5,2,5,343.371,7241.27,22.97561095,5361.83,31.32180858
7,2,7,8,8,6,4,8,8,4,339.174,8392.82,23.28092957,5885.18,32.94353717
9,2,9,8,7,9,3,5,4,5,341.865,8116.41,23.18344054,6587.48,35.1843983
8,6,2,6,5,9,7,5,3,2,352.619,7441.72,20.56868546,6809.82,37.42142386
9,2,7,1,7,7,3,3,3,1,338.234,8716.8,23.20517807,6444.62,34.93675429
5,1,9,8,7,3,1,2,2,2,348.535,10205.86,27.81412888,6773.77,36.50588585
3,6,3,2,2,3,3,1,6,3,345.541,8099.7,20.48163322,6932.25,35.17177423
5,2,2,5,6,1,1,5,1,2,348.202,9346.5,27.47087486,6770.19,34.60211904
2,1,2,1,2,6,7,7,1,1,358.486,9280.61,21.76467131,7002.24,34.89857967
3,9,8,9,7,7,2,2,7,6,343.877,8911.31,26.45154768,6219.88,39.21230538
9,6,5,6,5,2,9,1,4,3,341.847,8614.96,22.26886822,7386.65,35.20712383
1,8,6,3,5,7,6,8,8,3,340.827,6810.75,20.15574013,6514.05,32.68458101
5,2,1,6,6,5,3,3,2,8,343.44,8220.16,21.176143,7095.65,36.09661398
1,2,3,4,5,8,7,3,5,1,347.175,8922.19,22.04220558,7168.69,35.99187774
4,8,8,5,2,4,8,1,7,1,343.67,7456.54,24.42444867,6383.88,33.7127794
4,1,4,9,2,3,1,1,8,9,348.81,10458.08,27.72924242,7664.86,37.30783603
6,7,2,6,7,1,2,3,4,5,350.751,8746.28,25.98380383,6725.26,34.39476504
8,6,5,3,9,6,5,6,5,5,354.424,8685.75,23.38535494,7400.55,36.54769249
6,8,8,9,2,7,4,2,6,3,344.868,7662.77,25.04539568,6343.06,33.50509378
6,1,7,9,9,7,5,2,9,4,350.423,8983.21,21.63186986,6991.47,36.17987123
9,4,8,3,8,4,5,4,6,5,341.384,8109.79,24.85519533,6351.35,33.49073212
6,5,8,9,2,5,7,1,5,3,350.411,8135.98,18.17024208,7316.82,35.9400205
6,1,7,7,3,3,1,2,3,3,353.547,9766.18,27.59304873,6184.13,34.13011519
6,6,3,4,2,5,9,2,1,7,350.047,8383.27,23.20692617,6851.79,35.59664051
6,7,4,5,9,7,5,8,2,1,344.131,8028.57,23.51943142,6883.86,34.86408334
6,8,2,8,7,9,4,9,7,3,366.993,8239.93,23.87194101,6862.38,34.41912986
3,8,1,8,6,8,5,9,6,2,353.157,8257.27,23.94829331,6504.01,34.70642898
2,2,1,8,5,3,3,2,6,2,359.263,8691.16,24.1379047,7119.29,35.34479733
2,2,6,5,7,5,1,3,1,4,351.116,10354.97,27.38675858,7630.93,36.93554951
3,3,9,5,8,1,2,1,2,7,342.866,9177.79,25.55087944,6512.65,33.93874228
3,2,3,1,3,2,7,9,4,1,353.273,8562.71,21.68035053,5741,32.44674865
1,4,4,2,8,5,7,3,9,6,348.146,8664.38,19.82742133,8230.2,39.32122559
5,6,6,7,5,1,8,9,9,9,356.361,7938.25,19.50664789,7038.81,34.65238205
9,4,3,4,3,4,9,3,3,2,338.017,8463.54,24.04238988,5828.75,33.26502278
1,7,5,5,4,9,3,3,7,1,346.044,7790.54,21.23283263,7840.49,36.5703414
8,9,2,2,7,9,3,8,6,1,345.093,7581.07,20.81628903,6809.73,34.56773319
4,7,6,3,3,7,5,4,7,4,344.495,7194.5,20.47143011,5550.13,29.30807321
8,5,7,7,6,2,9,3,6,2,334.228,9062.15,23.57021289,6278.43,34.47216658
7,8,4,2,4,1,4,7,7,9,343.415,7869.76,22.4508905,6705.42,34.49110206
8,7,3,5,5,1,5,7,5,1,345.379,7435.34,21.66682848,6721.97,34.33865826
1,6,7,2,7,9,6,8,1,9,341.027,7507.32,20.44427395,6386.47,33.99834373
3,8,2,2,7,3,7,6,8,1,352.618,7585.85,22.29158568,7049.47,35.07858409
8,7,3,2,3,7,6,9,3,2,347.183,6750.53,19.44761622,5395.06,31.7189638
6,7,3,9,2,1,9,9,5,9,356.033,7237.17,21.17962417,6505.8,34.31528046
8,6,2,6,1,7,9,4,8,2,345.774,8139.69,22.17494443,6454.1,32.98797924
1,5,9,7,7,7,5,7,4,3,341.324,9239.35,22.68503339,6748.94,35.40715755
2,1,3,6,4,9,2,9,5,8,365.526,9761.85,25.39714169,7295.04,37.05290357
3,2,3,7,9,6,4,8,3,7,342.312,8728.47,24.22961953,6680.11,34.95960095
9,7,2,5,2,3,7,6,3,6,350.067,6792.38,19.42688193,7207.12,34.87056823
9,5,9,4,5,9,9,1,6,1,339.412,9422.77,23.96962095,6889.25,36.7246525
2,4,1,1,6,2,9,5,5,4,356.763,8794.75,24.87075234,6988.25,36.14115306
2,5,8,4,5,9,7,6,2,1,357.986,8785.96,21.8239382,6401.09,34.23298984
2,6,5,8,3,4,7,2,8,3,359.817,8005.18,20.31469651,6373.61,33.92272324
1,5,4,4,8,3,7,1,7,3,347.4,8954.38,19.92583565,7150.47,35.30560784
4,6,1,4,9,2,5,3,9,8,347.488,8967.06,22.49660986,7577.83,36.81942403
5,3,9,5,5,3,1,2,6,3,350.787,9477.14,26.72125563,7120.49,36.18101276
6,2,1,4,3,3,5,8,3,4,351.739,8577.88,22.84196473,6079.49,34.02174164
7,1,2,6,5,5,9,8,7,5,351.566,8819.08,23.47869383,7041.22,35.78269855
5,6,9,9,3,9,2,4,4,9,343.352,8510.14,25.22894864,6115.49,33.41439496
4,8,3,2,3,6,3,3,6,6,337.969,6917.86,22.72233206,5586.72,32.41563837
3,9,4,2,4,2,5,1,4,3,340.312,8657.72,23.95835,7439.71,35.94066925
1,2,5,2,8,9,3,6,5,6,356.214,8717.83,21.46492373,7476.32,39.29208328
4,7,8,4,7,8,2,7,3,7,345.918,8671.21,25.17286667,6500.81,35.25737749
1,4,8,4,6,4,2,3,5,6,346.357,9808.48,26.74121807,6917.29,36.26096291
3,2,4,8,9,7,3,9,6,3,356.755,8994.87,21.01201123,7244.31,36.00960999
2,7,2,6,3,7,5,3,4,1,347.964,8065.26,23.74121374,6192.08,34.4016738
2,1,6,9,2,6,8,7,2,9,350.98,7903.76,17.29791474,6150.22,32.77412302
7,6,5,3,5,6,5,2,2,1,351.512,8526.08,23.3361001,6646.32,33.01302898
9,3,3,3,1,4,9,2,2,1,342.87,8035.98,20.31507619,6247.4,32.25568789
6,6,3,5,9,8,8,3,4,7,345.161,8104.3,22.57304589,7145.2,36.16221792
2,8,6,3,7,2,8,4,6,5,348.495,7066.52,20.27169921,6240.72,32.38235223
7,8,4,8,2,9,3,9,5,8,359.437,7240.37,21.35504091,7178.28,37.22858313
3,3,3,1,1,3,8,8,4,5,349.176,8223.45,22.75014596,6587.14,34.85810591
7,8,1,1,8,7,2,8,1,8,340.303,7767.56,24.79157464,6555.23,34.75105583
4,8,4,7,3,5,5,8,3,3,345.377,7908.57,24.77187092,6876.47,35.96645005
1,5,6,6,9,4,1,4,5,1,348.349,10389.63,27.9903134,7407.98,37.69285569
2,9,4,2,7,7,3,8,8,5,348.626,7981.79,24.60841657,6635.29,33.72299366
5,8,5,4,5,3,9,3,5,6,352.174,8177.71,22.57593524,8280.25,37.39788834
6,7,6,1,7,2,1,1,6,6,342.863,8495.26,25.63862535,6571.33,34.21254294
9,4,2,1,6,7,9,5,8,8,345.466,8178.37,22.44143713,6843.63,34.53241821
2,3,4,4,5,4,5,2,6,5,359.096,9534.29,25.0790655,7013.63,34.92341114
6,7,5,2,7,1,8,7,8,1,350.888,7619.77,20.40535981,6885.59,34.50798364
9,3,1,6,5,1,9,3,3,9,342.914,8478.28,22.03211525,6844.58,34.7810458
6,4,3,8,6,5,9,2,6,7,349.1,8621.65,23.94661467,6657.01,36.37648693
9,5,4,3,1,3,1,6,6,5,348.889,9857.43,27.38939445,6943.43,35.0346539
6,1,5,8,6,9,1,6,3,5,361.436,10732.38,28.63768527,7031.55,37.05138282
4,1,8,1,7,5,6,3,4,9,346.589,8539.87,20.01985258,7301.84,36.5568822
3,5,8,5,7,3,2,2,1,9,350.943,9775.48,25.15072639,6740.02,35.27247227
7,4,2,4,8,7,9,7,3,9,349.658,8738.47,22.05786324,6588.79,34.5170464
5,9,9,2,5,3,3,7,8,6,344.127,7538.03,22.32410776,7173.18,39.2695641
7,6,4,9,4,8,2,7,7,7,342.649,9406.1,25.89997633,7115.62,35.51311186
3,5,1,1,6,9,9,2,3,1,355.011,10117.69,25.07444526,7021.54,35.68195071
2,1,6,9,8,5,8,2,7,4,353.729,8229.76,18.47475725,7191.76,35.98293478
4,5,5,8,7,2,2,6,9,1,356.128,10687.54,27.44329364,7134.96,36.88869871
9,8,8,9,3,6,3,6,2,8,335.128,6183.75,20.98388884,5011.5,29.81673762
5,5,2,7,3,5,2,9,3,2,364.095,10393.91,26.92903658,7109.74,35.74111863
5,2,3,1,2,1,4,9,3,4,358.83,9342.29,24.31844398,6647.39,34.86113708
1,7,4,8,3,2,8,2,4,3,344.917,7171.03,22.57179017,6055.66,33.3980099
9,7,7,3,1,2,7,7,9,3,339.359,6304.82,18.85328623,6493.17,32.53237074
4,5,9,2,6,8,4,6,3,9,346.222,8925.96,24.06925508,6421.52,39.28203745
4,8,8,7,6,1,3,6,8,8,342.086,6716.23,21.61797358,6056.11,33.2881516
7,7,1,3,9,4,7,6,7,2,344.974,6631.23,18.38633129,6452.72,34.1183561
5,3,9,4,5,8,6,1,1,6,339.67,8304.57,22.60822307,6742.42,39.24609196
8,8,6,9,8,7,1,9,7,4,348.902,8122,26.06418987,6436.1,34.28930313
3,5,8,4,9,3,3,4,9,4,353.756,8834.16,20.461264,7328.61,36.72547465
8,9,2,6,8,3,6,3,4,6,342.609,7809.25,21.11982413,7258.63,35.39164785
3,8,3,8,2,5,1,6,2,6,351.313,8585.29,27.68578075,6871.2,37.44558926
9,7,1,8,2,1,7,6,1,9,342.246,6196.74,19.15757477,6465.28,34.64595173
2,8,8,8,5,7,8,5,2,6,350.778,6906.18,23.34568325,6237,33.13626573
8,5,9,3,5,8,7,6,1,4,344.984,7663.7,18.95191139,6468.55,33.49449507
2,3,1,6,2,1,6,2,9,9,357.823,7928.96,18.35194763,6866.65,35.18219705
7,2,4,5,6,3,2,1,3,4,346.612,9967.32,26.40072104,7210.8,36.98792374
8,1,8,3,6,4,5,8,2,5,342.285,8173.18,24.40350088,5933.16,33.05141334
1,1,8,4,3,8,5,1,1,8,339.072,8489.23,22.25762713,5713.9,32.8120311
9,1,6,3,7,4,4,7,4,1,338.986,8741.8,24.39308411,6873.09,33.92611947
4,1,1,4,5,2,1,4,3,4,354.345,9833.24,27.46605059,6796.63,33.81358837
9,1,3,5,3,1,3,5,7,4,340.676,7483.12,19.84380538,5398.77,30.30219096
4,6,8,4,3,7,4,1,4,2,340.624,8652.54,25.24325032,5746.02,32.4845787
9,9,8,9,5,4,6,6,8,9,337.913,6713.44,21.41543733,6060.81,32.52068002
3,6,6,2,9,2,6,8,7,4,342.827,8109.24,21.58886007,6772.45,33.94064692
1,5,1,5,9,5,2,5,9,8,353.3,9544.26,25.94410884,8178.23,38.98687601
1,6,7,6,3,4,5,2,9,9,345.094,8080.51,23.14714208,5834.99,33.28316212
3,3,4,9,1,8,1,1,5,2,348.054,10056.75,27.10885543,7507.3,37.11212211
1,4,3,7,6,9,9,4,1,2,342.905,8447.53,24.31102034,6489.39,33.9419548
4,4,6,2,6,1,3,9,1,4,352.524,8441.23,19.47354711,6709.06,34.62449005
4,9,7,5,9,4,8,1,8,3,343.018,7582.21,24.37386003,7161.52,36.01159502
5,2,7,9,6,1,4,5,2,9,339.546,8016.49,23.84581698,6000.69,32.97931774
4,9,6,7,4,6,3,4,5,1,343.194,7848.23,23.46568129,7227.92,35.8091756
3,9,8,6,3,1,9,9,4,7,348.032,7824.91,24.20739349,5542.15,32.49710007
9,4,1,5,8,2,6,7,9,6,343.698,8290.93,23.45675784,7176.41,34.88887003
7,3,1,7,1,5,8,6,3,2,348.215,7830.05,21.35954721,6878.59,35.25756537
5,7,6,7,1,6,1,1,5,2,341.092,8505.74,25.81489198,6815.04,33.67256087
4,9,9,8,4,6,6,8,8,7,336.013,7554.98,23.2502106,6368.94,33.91584725
9,7,2,3,9,7,4,3,2,6,343.053,7694.16,20.80403966,7512.81,34.40486224
7,4,4,2,9,1,1,3,1,4,344.109,10402.18,28.27151199,7442.78,37.06325221
1,8,6,9,3,6,2,7,6,5,339.502,8423.3,26.77699452,5721.5,32.10107676
4,9,6,2,8,4,6,3,6,2,337.132,7894.72,22.57279902,6630.05,34.3574244
1,7,4,1,5,1,2,4,8,2,350.137,8672.72,25.70321036,6881.44,33.46596653
2,5,4,8,2,2,3,9,2,6,363.957,9243.22,19.52400304,6688.16,34.48296761
5,8,3,5,2,8,5,8,5,5,345.683,7656.51,24.26416977,6909.02,36.47507756
